,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,0.482,https://api.spotify.com/v1/audio-analysis/2H3ZUSE54pST4ubRd5FzFR,0.669,151667,0.616,2H3ZUSE54pST4ubRd5FzFR,0.0,11,0.179,-10.776,0,0.033,130.037,4,https://api.spotify.com/v1/tracks/2H3ZUSE54pST4ubRd5FzFR,audio_features,spotify:track:2H3ZUSE54pST4ubRd5FzFR,0.818
1,0.000894,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,0.377,285133,0.682,1QEEqeFIZktqIpPI4jSVSF,0.00217,7,0.0504,-8.039,1,0.0299,108.736,4,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,0.288
2,0.000385,https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb,0.295,271280,0.584,7BY005dacJkbO6EPiOh2wb,0.218,9,0.0996,-6.696,0,0.0345,117.2,3,https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb,audio_features,spotify:track:7BY005dacJkbO6EPiOh2wb,0.228
3,0.044,https://api.spotify.com/v1/audio-analysis/43btz2xjMKpcmjkuRsvxyg,0.807,254493,0.419,43btz2xjMKpcmjkuRsvxyg,4.99e-06,9,0.0952,-8.189,1,0.0426,103.967,4,https://api.spotify.com/v1/tracks/43btz2xjMKpcmjkuRsvxyg,audio_features,spotify:track:43btz2xjMKpcmjkuRsvxyg,0.613
4,0.0418,https://api.spotify.com/v1/audio-analysis/00MI0oGDVJYM1qWbyUOIhH,0.73,231080,0.785,00MI0oGDVJYM1qWbyUOIhH,0.00669,2,0.123,-7.201,1,0.0456,137.639,4,https://api.spotify.com/v1/tracks/00MI0oGDVJYM1qWbyUOIhH,audio_features,spotify:track:00MI0oGDVJYM1qWbyUOIhH,0.724
5,0.0185,https://api.spotify.com/v1/audio-analysis/6N1EjQjnvhOjFrF6oUmGPa,0.51,216973,0.713,6N1EjQjnvhOjFrF6oUmGPa,1.19e-06,2,0.103,-10.761,1,0.036,138.894,4,https://api.spotify.com/v1/tracks/6N1EjQjnvhOjFrF6oUmGPa,audio_features,spotify:track:6N1EjQjnvhOjFrF6oUmGPa,0.752
6,0.00719,https://api.spotify.com/v1/audio-analysis/3vV3cr2TpPqFk07zxYUbla,0.409,290960,0.92,3vV3cr2TpPqFk07zxYUbla,0.00105,11,0.0823,-5.439,0,0.12,145.085,4,https://api.spotify.com/v1/tracks/3vV3cr2TpPqFk07zxYUbla,audio_features,spotify:track:3vV3cr2TpPqFk07zxYUbla,0.37
7,0.00853,https://api.spotify.com/v1/audio-analysis/0XIvZ82aDF7JiSi3ZE320u,0.482,252493,0.601,0XIvZ82aDF7JiSi3ZE320u,0.000187,7,0.249,-12.846,1,0.0486,125.619,4,https://api.spotify.com/v1/tracks/0XIvZ82aDF7JiSi3ZE320u,audio_features,spotify:track:0XIvZ82aDF7JiSi3ZE320u,0.774
8,0.219,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,0.63,256000,0.449,5tVA6TkbaAH9QMITTQRrNv,0.0,5,0.0622,-13.243,1,0.0252,84.378,4,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,audio_features,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.623
9,0.262,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,0.438,210373,0.71,63OFKbMaZSDZ4wtesuuq6f,0.537,2,0.221,-12.412,1,0.0919,145.928,4,https://api.spotify.com/v1/tracks/63OFKbMaZSDZ4wtesuuq6f,audio_features,spotify:track:63OFKbMaZSDZ4wtesuuq6f,0.53
10,0.0169,https://api.spotify.com/v1/audio-analysis/3YBZIN3rekqsKxbJc9FZko,0.273,405640,0.952,3YBZIN3rekqsKxbJc9FZko,0.0112,11,0.142,-8.762,1,0.0841,100.269,4,https://api.spotify.com/v1/tracks/3YBZIN3rekqsKxbJc9FZko,audio_features,spotify:track:3YBZIN3rekqsKxbJc9FZko,0.475
